time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2018/04/09/18:35:25.720544,185,1523324125,493841777,map,0.661933898926,-0.102180480957,0.0,0.0,0.0,-0.0936406520341,0.995606060792
2018/04/09/18:35:25.855436,186,1523324125,631657942,map,0.68968963623,-0.113792419434,0.0,0.0,0.0,-0.123954764836,0.99228786966
2018/04/09/18:35:25.997518,187,1523324125,784909382,map,0.715118408203,-0.129127502441,0.0,0.0,0.0,-0.158819662087,0.987307609074
2018/04/09/18:35:26.143784,188,1523324125,922956169,map,0.735828399658,-0.147693634033,0.0,0.0,0.0,-0.197911451487,0.980219902558
2018/04/09/18:35:26.279840,189,1523324126,76493621,map,0.756103515625,-0.165939331055,0.0,0.0,0.0,-0.225326966366,0.974283202271
2018/04/09/18:35:26.421406,190,1523324126,214451578,map,0.77368927002,-0.185520172119,0.0,0.0,0.0,-0.239580257873,0.970876562719
2018/04/09/18:35:26.571167,191,1523324126,352419392,map,0.797302246094,-0.198310852051,0.0,0.0,0.0,-0.239867044953,0.970805748204
2018/04/09/18:35:26.709784,192,1523324126,505759280,map,0.82299041748,-0.210651397705,0.0,0.0,0.0,-0.239519147995,0.970891640578
2018/04/09/18:35:26.860328,193,1523324126,643677142,map,0.852882385254,-0.22225189209,0.0,0.0,0.0,-0.236877094105,0.971539624662
2018/04/09/18:35:27.003836,194,1523324126,782961161,map,0.880535125732,-0.234062194824,0.0,0.0,0.0,-0.237310456047,0.971433861594
2018/04/09/18:35:27.134747,195,1523324126,934961004,map,0.902549743652,-0.247566223145,0.0,0.0,0.0,-0.241499641946,0.970400908357
2018/04/09/18:35:27.275703,196,1523324127,73069616,map,0.931079864502,-0.260192871094,0.0,0.0,0.0,-0.243352175646,0.969937997301
2018/04/09/18:35:27.431272,197,1523324127,211051575,map,0.955493927002,-0.271873474121,0.0,0.0,0.0,-0.24610862831,0.969242252005
2018/04/09/18:35:27.571235,198,1523324127,364352458,map,0.979270935059,-0.285194396973,0.0,0.0,0.0,-0.249863063236,0.968281183144
2018/04/09/18:35:27.707870,199,1523324127,502368400,map,1.00461959839,-0.297008514404,0.0,0.0,0.0,-0.252665529991,0.967553683242
2018/04/09/18:35:27.857970,200,1523324127,640318423,map,1.03033447266,-0.30940246582,0.0,0.0,0.0,-0.255787422306,0.966733052393
2018/04/09/18:35:27.996865,201,1523324127,793701609,map,1.05417633057,-0.321125030518,0.0,0.0,0.0,-0.256224169279,0.966617388152
2018/04/09/18:35:28.151283,202,1523324127,932452805,map,1.07727050781,-0.33154296875,0.0,0.0,0.0,-0.254240527065,0.967141020947
2018/04/09/18:35:28.289038,203,1523324128,85234912,map,1.09910202026,-0.339668273926,0.0,0.0,0.0,-0.240680073124,0.970604503596
2018/04/09/18:35:28.427218,204,1523324128,223077610,map,1.12065887451,-0.34513092041,0.0,0.0,0.0,-0.221240227252,0.975219340377
2018/04/09/18:35:28.580924,205,1523324128,361156465,map,1.14538574219,-0.347137451172,0.0,0.0,0.0,-0.20007762339,0.979780049102
2018/04/09/18:35:28.722234,206,1523324128,514577892,map,1.16898727417,-0.348945617676,0.0,0.0,0.0,-0.179523525847,0.983753680383
2018/04/09/18:35:28.855106,207,1523324128,652513197,map,1.19868087769,-0.347957611084,0.0,0.0,0.0,-0.159221699259,0.987242852841
2018/04/09/18:35:29.013208,208,1523324128,790406743,map,1.22647857666,-0.349243164062,0.0,0.0,0.0,-0.153823564787,0.988098330591
2018/04/09/18:35:29.150614,209,1523324128,943839402,map,1.25480270386,-0.358024597168,0.0,0.0,0.0,-0.154756632396,0.987952622715
2018/04/09/18:35:29.297735,210,1523324129,81726036,map,1.27822113037,-0.364677429199,0.0,0.0,0.0,-0.15938740245,0.987216114101
2018/04/09/18:35:29.441208,211,1523324129,234968299,map,1.30257415771,-0.374248504639,0.0,0.0,0.0,-0.164891155993,0.986311769511
2018/04/09/18:35:29.584768,212,1523324129,373165491,map,1.32778930664,-0.381786346436,0.0,0.0,0.0,-0.168702013436,0.98566709931
2018/04/09/18:35:29.727532,213,1523324129,511280283,map,1.35220336914,-0.391254425049,0.0,0.0,0.0,-0.176001391634,0.984389917737
2018/04/09/18:35:29.871160,214,1523324129,664305621,map,1.37744140625,-0.400287628174,0.0,0.0,0.0,-0.183186336567,0.983078209552
2018/04/09/18:35:30.004877,215,1523324129,802500860,map,1.4026184082,-0.411079406738,0.0,0.0,0.0,-0.189420973857,0.981895969369
2018/04/09/18:35:30.162555,216,1523324129,940487495,map,1.42557525635,-0.420230865479,0.0,0.0,0.0,-0.192729395033,0.981251945369
2018/04/09/18:35:30.290973,217,1523324130,93866013,map,1.44997024536,-0.428184509277,0.0,0.0,0.0,-0.192610079774,0.981275372752
2018/04/09/18:35:30.432185,218,1523324130,231629452,map,1.46978759766,-0.437278747559,0.0,0.0,0.0,-0.193949054297,0.98101160255
2018/04/09/18:35:30.581793,219,1523324130,369856372,map,1.49446487427,-0.448848724365,0.0,0.0,0.0,-0.193649196477,0.98107083776
